aug.split.dropout.0.5.epochs.60.layers.6464.lr.0.0005.model.sage.,10,(0.8343629684740179, 0.008590975214925805, 0.9704813108038914, 0.0014405330155284192, 0.7813431952572565, 0.013869834751542858, 0.8954173018675764, 0.012952517158582899),(0.8282077686950533, 0.008516894405889168, 0.9507730364873221, 0.002896731831448501, 0.8045661978321853, 0.012248190034088773, 0.8537317113432922, 0.019153773777220634)
aug.split.dropout.0.5.epochs.60.layers.6464.lr.0.0005.model.gcn.,60,(0.6020223233653902, 0.011643455111182522, 0.9366359447004609, 0.0011420741435327847, 0.5038086640425592, 0.014795513181110784, 0.7485702765213771, 0.019005962096928734),(0.7191201016837281, 0.009943405413793136, 0.9232529375386518, 0.0024922005788014594, 0.666683660022875, 0.01783878124759441, 0.7809687670356006, 0.010142825887878478)
aug.split.dropout.0.5.epochs.60.layers.6464.lr.0.001.model.sage.,10,(0.8445367902649773, 0.009441898655424741, 0.972273425499232, 0.0015416353525166031, 0.7915963423301234, 0.015095474686923358, 0.9052718061190166, 0.007709769152840425),(0.829403381649664, 0.011879284239109363, 0.9512677798392083, 0.003682640675562016, 0.8032602132736969, 0.012907424237739133, 0.8576683112324431, 0.02040684672416546)
aug.split.dropout.0.5.epochs.60.layers.6464.lr.0.001.model.gcn.,40,(0.6087053212947277, 0.010834892559322368, 0.9376856118791602, 0.0012100667996002637, 0.5094610276964839, 0.013744874198530184, 0.7565955883210664, 0.017132402541817193),(0.7282327531258554, 0.012760691869016672, 0.9254792826221397, 0.0032074959752356304, 0.6777232044523286, 0.0239514590197445, 0.7876242791671931, 0.010417322620849729)
aug.split.dropout.0.5.epochs.60.layers.3232.lr.0.0005.model.sage.,30,(0.8089084935069275, 0.00664580982602599, 0.9658730158730158, 0.0011523581602587423, 0.7589915053775195, 0.00945940215995609, 0.8660062392351711, 0.010392112210011835),(0.8119680545341754, 0.007737873666741337, 0.9465058750773038, 0.0027448782957541287, 0.7831361158868922, 0.010999988097167604, 0.8432788444643424, 0.014671355399338894)
aug.split.dropout.0.5.epochs.60.layers.3232.lr.0.0005.model.gcn.,60,(0.5856244442026751, 0.015344536038839271, 0.9359703020993344, 0.0013985151340243115, 0.4758778442391923, 0.020328689475820595, 0.7624603882895451, 0.016913674692561803),(0.7080961139716176, 0.011435336759283472, 0.9215831787260358, 0.0033049818715862153, 0.6453259782649705, 0.01998313761635049, 0.7850278052735997, 0.01146553170034635)
aug.split.dropout.0.5.epochs.60.layers.3232.lr.0.001.model.sage.,10,(0.8291097483286951, 0.010139096129516358, 0.9694828469022017, 0.0016935827351296736, 0.7781125556423403, 0.017254691588707672, 0.8875601551479381, 0.008516166968253719),(0.8187172493243582, 0.00996664067787347, 0.9479901051329623, 0.003326896142563477, 0.7962880060663876, 0.014661534303630692, 0.8426226669109553, 0.010408105412520133)
aug.split.dropout.0.5.epochs.60.layers.3232.lr.0.001.model.gcn.,30,(0.5915104852887942, 0.013722602264197395, 0.9360471070148488, 0.0013513203502710505, 0.4868734206893247, 0.01798043721020643, 0.7541529389831156, 0.009018076694089277),(0.6931207456791254, 0.007854889535355713, 0.9178726035868893, 0.0032875779492893033, 0.6288765980910447, 0.009422098435785791, 0.7721210898233105, 0.010564912122539571)
aug.zscore.dropout.0.5.epochs.60.layers.6464.lr.0.0005.model.sage.,10,(0.4490116132417004, 0.007561120738698466, 0.9192524321556579, 0.0013985151340243417, 0.34574326464671795, 0.009116771718887813, 0.6408550672594419, 0.013890602416951817),(0.5558206569929621, 0.02055341086581706, 0.8937538651824367, 0.005220509484330326, 0.4511777948533576, 0.023502808201051113, 0.724760721816879, 0.020035273683628143)
aug.zscore.dropout.0.5.epochs.60.layers.6464.lr.0.0005.model.gcn.,10,(0.11293271286004702, 0.011504660126566554, 0.9020225294418843, 0.0014245189701222157, 0.06561322732494922, 0.007386195673983201, 0.4077741872390853, 0.013727709097891555),(0.27750724216813305, 0.022959778378388692, 0.8588744588744588, 0.0025317859604772454, 0.18404670420217167, 0.016740748276639086, 0.5654955173419494, 0.04119432816856829)
aug.zscore.dropout.0.5.epochs.60.layers.6464.lr.0.001.model.sage.,10,(0.4450995168655192, 0.01215852899025925, 0.9191500256016386, 0.0015648445253390526, 0.3410011236992755, 0.016762013425645872, 0.6426638666057565, 0.016195257613587907),(0.5496317746166639, 0.015006955048335416, 0.8922696351267779, 0.0023271351542642855, 0.4464639620611406, 0.022315006242406062, 0.7163882748675526, 0.009665611155294742)
aug.zscore.dropout.0.5.epochs.60.layers.6464.lr.0.001.model.gcn.,10,(0.09803614881510354, 0.012028662055710567, 0.9025089605734766, 0.001975809665291839, 0.05572488672888485, 0.00737855459613541, 0.40985041378607195, 0.02603672082726061),(0.31657152751972256, 0.023723865824098085, 0.8630797773654917, 0.0019399365666491013, 0.2155495397827809, 0.020064906383973333, 0.5984259537448489, 0.02357480184895993)
aug.zscore.dropout.0.5.epochs.60.layers.3232.lr.0.0005.model.sage.,20,(0.2871475703031893, 0.011297161959117409, 0.9097798259088581, 0.0014194486713393845, 0.1911176931442317, 0.011231571723872754, 0.581042896343576, 0.024940349673080498),(0.3061032279737593, 0.02044524417911223, 0.8628942486085343, 0.0031204640226451088, 0.2057355036363147, 0.02011031891873518, 0.6072241352604049, 0.039758800614970516)
